Experiment Summary
Readout group name	Tamburini_061423
Date	19 Jun 2023  7:30 PM
Readout mode	NGS
Number of Collection Plates	1
Number Of AOIs	95
Library Prep Protocol Version

Library Prep Summary
Library Prep Plate	Collection Plate	Primer Plate	Rows
Tamburini_061423-G	"=""1001660015236"""	GeoMx Seq Code G	A - H
Total Area	4698342

Annotations
Sample_ID	slide name	scan name	panel	roi	segment	aoi	area	tags	Nuclei	ROI Coordinate X	ROI Coordinate Y	Scan Date	Scan Width	Scan Height	Scan Offset X	Scan Offset Y	(v1.0) Hesselberth_02-SO-90138 Custom	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA
DSP-1001660015236-G-G03	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""003"""	CD11C	CD11C-aoi-001	28719.51	Lyve1, CD11C, Other, CD4, CD11C	443	43314.484375	36679.80859375	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-G04	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""003"""	Lyve1	Lyve1-aoi-001	54350.22	Lyve1, CD11C, Other, CD4, Lyve1	485	43314.484375	36679.80859375	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-G05	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""003"""	CD4	CD4-aoi-001	48815.65	Lyve1, CD11C, Other, CD4, CD4	1196	43314.484375	36679.80859375	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-G06	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""004"""	CD11C	CD11C-aoi-001	49042.24	Lyve1, CD11C, Other, CD11C	788	41233.640625	34717.69921875	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-G07	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""004"""	Lyve1	Lyve1-aoi-001	71368.60	Lyve1, CD11C, Other, Lyve1	670	41233.640625	34717.69921875	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-G08	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""005"""	CD11C	CD11C-aoi-001	47551.37	Lyve1, CD11C, Other, CD4, CD11C	683	25565.173828125	36987.609375	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-G09	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""005"""	Lyve1	Lyve1-aoi-001	32702.01	Lyve1, CD11C, Other, CD4, Lyve1	308	25565.173828125	36987.609375	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-G10	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""005"""	CD4	CD4-aoi-001	132717.90	Lyve1, CD11C, Other, CD4, CD4	3105	25565.173828125	36987.609375	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-G11	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""006"""	CD11C	CD11C-aoi-001	23158.89	Lyve1, CD11C, Other, CD11C	227	25731	34723	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-G12	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""006"""	Lyve1	Lyve1-aoi-001	29633.36	Lyve1, CD11C, Other, Lyve1	219	25731	34723	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H01	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""007"""	CD11C	CD11C-aoi-001	35547.28	Lyve1, CD11C, Other, CD11C	405	56380	14906	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H02	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""007"""	Lyve1	Lyve1-aoi-001	35494.55	Lyve1, CD11C, Other, Lyve1	272	56380	14906	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H03	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""008"""	CD11C	CD11C-aoi-001	14851.43	Lyve1, CD11C, Other, CD11C	178	53646	16248	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H04	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""008"""	Lyve1	Lyve1-aoi-001	30151.73	Lyve1, CD11C, Other, Lyve1	249	53646	16248	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H05	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""009"""	CD11C	CD11C-aoi-001	53120.78	Lyve1, CD11C, Other, CD4, CD11C	652	54740	14931	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H06	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""009"""	Lyve1	Lyve1-aoi-001	14408.17	Lyve1, CD11C, Other, CD4, Lyve1	285	54740	14931	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H07	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""009"""	CD4	CD4-aoi-001	113759.80	Lyve1, CD11C, Other, CD4, CD4	2951	54740	14931	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H08	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""010"""	CD11C	CD11C-aoi-001	21807.52	Lyve1, CD11C, Other, CD11C	295	43255	32848	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H09	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""010"""	Lyve1	Lyve1-aoi-001	38233.55	Lyve1, CD11C, Other, Lyve1	212	43255	32848	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H10	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""011"""	CD11C	CD11C-aoi-001	38980.58	Lyve1, CD11C, Other, CD4, CD11C	430	43205.00390625	34716.19921875	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H11	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""011"""	Lyve1	Lyve1-aoi-001	40775.69	Lyve1, CD11C, Other, CD4, Lyve1	534	43205.00390625	34716.19921875	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
DSP-1001660015236-G-H12	Slide 2	Slide 2	(v1.0) Mouse NGS Whole Transcriptome Atlas RNA, (v1.0) Hesselberth_02-SO-90138 Custom	"=""011"""	CD4	CD4-aoi-001	226278.65	Lyve1, CD11C, Other, CD4, CD4	5496	43205.00390625	34716.19921875	2023-06-15T16:05:59	35258.473	55507.62	6947	5014	9225079	MWTA12003
