cell_type	Ag_class	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	n_ovlp	tot_genes	n_bg_ovlp	tot_bg_genes	enrichment	db
cLEC	Ag-high	GO:0034364	high-density lipoprotein particle	2/51	21/14353	0.0024896586458325134	0.04289873358972946	0.03084354435727729	App/Clu	2	2	51	21	14353	26.80298786181139	CC
cLEC	Ag-high	GO:0034063	stress granule assembly	2/51	28/14298	0.004443822263048871	0.04431647407533669	0.03225268741746597	Dazap2/Ddx3x	2	2	51	28	14298	20.025210084033617	BP
cLEC	Ag-high	GO:0042742	defense response to bacterium	4/51	191/14298	0.004725890468027517	0.0464310103182467	0.03379160669970721	Grn/H2-K1/App/Cd36	4	4	51	191	14298	5.871265783800431	BP
cLEC	Ag-high	GO:2000352	negative regulation of endothelial cell apoptotic process	2/51	29/14298	0.004762154904435559	0.0464310103182467	0.03379160669970721	Gas6/Kdr	2	2	51	29	14298	19.33468559837728	BP
cLEC	Ag-high	GO:0031345	negative regulation of cell projection organization	4/51	192/14298	0.0048138883462585024	0.04652005375322376	0.033856410819051413	Neo1/Dab2/H2-K1/App	4	4	51	192	14298	5.840686274509804	BP
cLEC	Ag-high	GO:0050679	positive regulation of epithelial cell proliferation	4/51	192/14298	0.0048138883462585024	0.04652005375322376	0.033856410819051413	Tgfa/Grn/Tbx1/Kdr	4	4	51	192	14298	5.840686274509804	BP
cLEC	Ag-high	GO:0045732	positive regulation of protein catabolic process	4/51	193/14298	0.004902985160721286	0.047172333000067346	0.03433112725568811	Psen2/Dab2/App/Clu	4	4	51	193	14298	5.810423651325815	BP
cLEC	Ag-high	GO:0001779	natural killer cell differentiation	2/51	30/14298	0.005090724367344774	0.04731124263098292	0.034432223044526804	Gas6/Pbx1	2	2	51	30	14298	18.690196078431374	BP
cLEC	Ag-high	GO:0044346	fibroblast apoptotic process	2/51	30/14298	0.005090724367344774	0.04731124263098292	0.034432223044526804	Btg1/Gas6	2	2	51	30	14298	18.690196078431374	BP
cLEC	Ag-high	GO:0044546	NLRP3 inflammasome complex assembly	2/51	30/14298	0.005090724367344774	0.04731124263098292	0.034432223044526804	Ddx3x/Cd36	2	2	51	30	14298	18.690196078431374	BP
cLEC	Ag-high	GO:0140632	inflammasome complex assembly	2/51	30/14298	0.005090724367344774	0.04731124263098292	0.034432223044526804	Ddx3x/Cd36	2	2	51	30	14298	18.690196078431374	BP
cLEC	Ag-high	GO:1903828	negative regulation of protein localization	4/51	197/14298	0.00527048704405969	0.04797105377393867	0.034912421051979656	Neo1/Dab2/App/Cd36	4	4	51	197	14298	5.6924455061212305	BP
cLEC	Ag-high	GO:0001945	lymph vessel development	2/51	31/14298	0.005429456509184195	0.04848296816326503	0.03528498261351947	Tbx1/Kdr	2	2	51	31	14298	18.08728652751423	BP
cLEC	Ag-high	GO:0002053	positive regulation of mesenchymal cell proliferation	2/51	31/14298	0.005429456509184195	0.04848296816326503	0.03528498261351947	Tbx1/Kdr	2	2	51	31	14298	18.08728652751423	BP
cLEC	Ag-low	GO:0005604	basement membrane	7/66	95/14353	2.5203210020613103e-7	4.813813113937103e-5	3.9529245190224766e-5	Hmcn1/Col4a2/Col4a1/Itgb1/Fn1/Lama4/Lamc1	7	7	66	95	14353	16.02408293460925	CC
cLEC	Ag-low	GO:0071711	basement membrane organization	5/67	33/14298	4.162299593112154e-7	8.241353194362065e-4	7.518427475558375e-4	Hmcn1/Col4a1/Itgb1/Lamc1/Ramp2	5	5	67	33	14298	32.3337856173677	BP
cLEC	Ag-low	GO:0014704	intercalated disc	4/66	58/14353	1.4355440793628312e-4	0.005483778383166015	0.004503075112106566	Pgm5/Itgb1/Gja1/Dst	4	4	66	58	14353	14.997910135841172	CC
cLEC	Ag-low	GO:0034329	cell junction assembly	10/67	372/14298	8.337706046717607e-6	0.00825432898625043	0.007530265040088112	Adnp/Tln1/Prkch/Itgb1/Fn1/Gja1/Lamc1/Dst/Reln/Ramp2	10	10	67	372	14298	5.736639383726528	BP
cLEC	Ag-low	GO:0030056	hemidesmosome	2/66	10/14353	9.151271052073674e-4	0.024969896727801023	0.02050435168058613	Itgb1/Dst	2	2	66	10	14353	43.4939393939394	CC
cLEC	Ag-low	GO:0010712	regulation of collagen metabolic process	4/67	55/14298	1.254765824694449e-4	0.03996844042983103	0.036462436883354626	Itgb1/Eng/Fn1/Vim	4	4	67	55	14298	15.520217096336498	BP
cLEC	Ag-low	GO:0008347	glial cell migration	4/67	61/14298	1.8798794773536607e-4	0.03996844042983103	0.036462436883354626	Tspo/Fn1/Vim/Reln	4	4	67	61	14298	13.993638365549302	BP
cLEC	Ag-low	GO:0010720	positive regulation of cell development	9/67	453/14298	2.486342965038896e-4	0.03996844042983103	0.036462436883354626	Adnp/Tspo/Prkch/Itgb1/Fn1/Gja1/Vim/Reln/Hmgb1	9	9	67	453	14298	4.239794405456164	BP
cLEC	Ag-low	GO:0050769	positive regulation of neurogenesis	7/67	271/14298	2.679125811669947e-4	0.03996844042983103	0.036462436883354626	Adnp/Tspo/Prkch/Itgb1/Fn1/Vim/Reln	7	7	67	271	14298	5.512254227019882	BP
cLEC	Ag-low	GO:0048265	response to pain	3/67	28/14298	2.9627681282847954e-4	0.03996844042983103	0.036462436883354626	Tspo/Reln/Scn3a	3	3	67	28	14298	22.864605543710024	BP
cLEC	Ag-low	GO:0060252	positive regulation of glial cell proliferation	3/67	28/14298	2.9627681282847954e-4	0.03996844042983103	0.036462436883354626	Tspo/Prkch/Vim	3	3	67	28	14298	22.864605543710024	BP
cLEC	Ag-low	GO:0120193	tight junction organization	4/67	69/14298	3.0279121537750783e-4	0.03996844042983103	0.036462436883354626	Prkch/Itgb1/Gja1/Ramp2	4	4	67	69	14298	12.371187540558081	BP
cLEC	Ag-low	GO:0043083	synaptic cleft	2/66	17/14353	0.0027088697966597473	0.04311358822114937	0.035403277183528564	Lama4/Lamc1	2	2	66	17	14353	25.584670231729056	CC
cLEC	Ag-low	GO:0098797	plasma membrane protein complex	7/66	412/14353	0.002765049994879786	0.04311358822114937	0.035403277183528564	Pgm5/Itgb1/Gja1/Pde4d/Ramp2/Hmgb1/Scn3a	7	7	66	412	14353	3.6948734922035893	CC
cLEC	Ag-low	GO:0005882	intermediate filament	3/66	64/14353	0.00316760232973007	0.04311358822114937	0.035403277183528564	Gja1/Vim/Dst	3	3	66	64	14353	10.193892045454545	CC
cLEC	Ag-low	GO:0031462	Cul2-RING ubiquitin ligase complex	2/66	19/14353	0.003385883891713302	0.04311358822114937	0.035403277183528564	Commd1/Elob	2	2	66	19	14353	22.891547049441787	CC
cLEC	Ag-low	GO:0034341	response to type II interferon	5/67	130/14298	3.5376018388116615e-4	0.043777822755294314	0.03993766286447903	Gbp9/Ifitm3/Vim/Ifitm2/Cd47	5	5	67	130	14298	8.207807118254879	BP
fLEC	Ag-high	GO:0000323	lytic vacuole	3/8	445/14051	0.0015689674232087774	0.028241413617757994	0.020644308200115494	Ctsd/Psap/Lgmn	3	3	8	445	14051	11.840730337078654	CC
fLEC	Ag-high	GO:0005764	lysosome	3/8	445/14051	0.0015689674232087774	0.028241413617757994	0.020644308200115494	Ctsd/Psap/Lgmn	3	3	8	445	14051	11.840730337078654	CC
fLEC	Ag-high	GO:0046466	membrane lipid catabolic process	2/8	29/13990	1.1528034664727589e-4	0.0483024652452086	0.025240328529087776	Psap/Cyp1b1	2	2	8	29	13990	120.60344827586206	BP
Collecting	Ag-high	GO:0007517	muscle organ development	11/85	276/13782	9.77649983584918e-7	0.0022434070103362217	0.0017644453268900761	Prox1/Gpx1/Rhoa/Chd2/Nr2f2/Ctnnb1/Foxp2/Ppp3ca/Flnb/Ski/Mtss1	11	11	85	276	13782	6.462148337595909	BP
Collecting	Ag-high	GO:0030855	epithelial cell differentiation	14/85	495/13782	1.8091992018840497e-6	0.0022434070103362217	0.0017644453268900761	Psap/Prox1/Map3k1/Btg1/Gpx1/Rhoa/Klf2/Nr2f2/Rock2/Ctnnb1/Cd24a/Ppp3ca/Flnb/Mtss1	14	14	85	495	13782	4.585811051693404	BP
Collecting	Ag-high	GO:0001525	angiogenesis	13/85	467/13782	5.240686565743014e-6	0.0030770035195268448	0.002420071104279815	Adamts1/Btg1/Gpx1/Fn1/Rhoa/Klf2/Rock2/Ptprb/Tcf4/Tgfa/Ctnnb1/Nos3/Erap1	13	13	85	467	13782	4.513565940294748	BP
Collecting	Ag-high	GO:0046782	regulation of viral transcription	4/85	21/13782	7.44436335369398e-6	0.0030770035195268448	0.002420071104279815	Dhx9/Map3k1/Mdfic/Mid2	4	4	85	21	13782	30.88403361344538	BP
Collecting	Ag-high	GO:0003158	endothelium development	7/85	124/13782	1.111223837898489e-5	0.0039369073114117895	0.0030963876265051133	Prox1/Btg1/Gpx1/Rhoa/Nr2f2/Rock2/Ctnnb1	7	7	85	124	13782	9.15313092979127	BP
Collecting	Ag-high	GO:0050767	regulation of neurogenesis	11/85	395/13782	2.9643478540207742e-5	0.008940072862374538	0.00703139007384551	Sgk1/Prox1/Fn1/Eif4g2/Fmr1/Wls/Ctnnb1/Tgm2/Cd24a/Ppp3ca/Ski	11	11	85	395	13782	4.515323901712584	BP
Collecting	Ag-high	GO:0072160	nephron tubule epithelial cell differentiation	3/85	11/13782	3.604868089667153e-5	0.008940072862374538	0.00703139007384551	Ctnnb1/Cd24a/Mtss1	3	3	85	11	13782	44.22032085561497	BP
Collecting	Ag-high	GO:0016032	viral process	9/85	287/13782	6.696737145639202e-5	0.012775313939373248	0.010047816948072424	Ddx3x/Prox1/Dhx9/Map3k1/Pdcd6ip/Mdfic/Fmr1/Mid2/Pcbp1	9	9	85	287	13782	5.084566509530641	BP
Collecting	Ag-high	GO:0051960	regulation of nervous system development	11/85	460/13782	1.1681345524042864e-4	0.018794197952236795	0.014781684552417141	Sgk1/Prox1/Fn1/Eif4g2/Fmr1/Wls/Ctnnb1/Tgm2/Cd24a/Ppp3ca/Ski	11	11	85	460	13782	3.877289002557545	BP
Collecting	Ag-high	GO:0045667	regulation of osteoblast differentiation	6/85	125/13782	1.2022767129043735e-4	0.018794197952236795	0.014781684552417141	Gdf10/Ctnnb1/Ppp3ca/Nfatc1/Jund/Ski	6	6	85	125	13782	7.782776470588235	BP
Collecting	Ag-high	GO:0030902	hindbrain development	6/85	129/13782	1.4296690020215396e-4	0.018794197952236795	0.014781684552417141	Psap/Prox1/Wls/Dlc1/Ctnnb1/Foxp2	6	6	85	129	13782	7.5414500683994525	BP
Collecting	Ag-high	GO:0003084	positive regulation of systemic arterial blood pressure	3/85	17/13782	1.446397745915624e-4	0.018794197952236795	0.014781684552417141	Wnk1/Rhoa/Nr2f2	3	3	85	17	13782	28.613148788927337	BP
Collecting	Ag-high	GO:0021575	hindbrain morphogenesis	4/85	44/13782	1.5156611251803867e-4	0.018794197952236795	0.014781684552417141	Psap/Prox1/Dlc1/Foxp2	4	4	85	44	13782	14.740106951871658	BP
Collecting	Ag-high	GO:0002009	morphogenesis of an epithelium	11/85	483/13782	1.7914057804361332e-4	0.021155649216579097	0.016638971985705037	Prox1/Map3k1/Rhoa/Tnc/Rock2/Dlc1/Ctnnb1/Tgm2/Nfatc1/Ski/Mtss1	11	11	85	483	13782	3.6926561929119472	BP
Collecting	Ag-high	GO:0002089	lens morphogenesis in camera-type eye	3/85	21/13782	2.779002608191645e-4	0.025525653586352885	0.02007599155157551	Prox1/Ctnnb1/Ski	3	3	85	21	13782	23.163025210084033	BP
Collecting	Ag-high	GO:0072001	renal system development	8/85	277/13782	3.037940849984142e-4	0.026907476099859544	0.021162798477521113	Psap/Adamts1/Rhoa/Pds5a/Ctnnb1/Cd24a/Ppp3ca/Mtss1	8	8	85	277	13782	4.682777659800383	BP
Collecting	Ag-high	GO:0006413	translational initiation	5/85	101/13782	3.945999947660432e-4	0.03317475047491851	0.026092025734305604	Ddx3x/Eif4e/Eif5/Eif4g2/Fmr1	5	5	85	101	13782	8.026790914385556	BP
Collecting	Ag-high	GO:0006446	regulation of translational initiation	4/85	57/13782	4.149788495106e-4	0.03317475047491851	0.026092025734305604	Ddx3x/Eif5/Eif4g2/Fmr1	4	4	85	57	13782	11.378328173374612	BP
Collecting	Ag-high	GO:0003205	cardiac chamber development	6/85	158/13782	4.280612964505614e-4	0.03317475047491851	0.026092025734305604	Adamts1/Prox1/Ctnnb1/Nfatc1/Nos3/Ltbp1	6	6	85	158	13782	6.157259865971705	BP
Collecting	Ag-high	GO:0008015	blood circulation	9/85	371/13782	4.569005728662414e-4	0.034336770324493296	0.027005957305299696	Fli1/Wnk1/Gpx1/Rhoa/Klf2/Nr2f2/Rock2/Nos3/Erap1	9	9	85	371	13782	3.9333439035991753	BP
Collecting	Ag-high	GO:0032231	regulation of actin filament bundle assembly	5/85	107/13782	5.145398824285873e-4	0.03467704354349612	0.027273583058615585	Map3k1/Rhoa/Rock2/Dlc1/Mtss1	5	5	85	107	13782	7.576690489279824	BP
Collecting	Ag-high	GO:0045665	negative regulation of neuron differentiation	4/85	61/13782	5.380744535633691e-4	0.03467704354349612	0.027273583058615585	Eif4e/Rhoa/Fmr1/Cd24a	4	4	85	61	13782	10.632208293153326	BP
Collecting	Ag-high	GO:0045664	regulation of neuron differentiation	6/85	166/13782	5.562334025290684e-4	0.03467704354349612	0.027273583058615585	Prox1/Eif4e/Rhoa/Fmr1/Tcf4/Cd24a	6	6	85	166	13782	5.860524450744153	BP
Collecting	Ag-high	GO:0014902	myotube differentiation	5/85	109/13782	5.600446033369235e-4	0.03467704354349612	0.027273583058615585	Gpx1/Neo1/Ppp3ca/Plekho1/Ski	5	5	85	109	13782	7.437668645439826	BP
Collecting	Ag-high	GO:0060537	muscle tissue development	9/85	384/13782	5.857623094585909e-4	0.03467704354349612	0.027273583058615585	Prox1/Gpx1/Rhoa/Nr2f2/Ctnnb1/Foxp2/Ppp3ca/Flnb/Ski	9	9	85	384	13782	3.800183823529412	BP
Collecting	Ag-high	GO:0045216	cell-cell junction organization	6/85	169/13782	6.113256707079206e-4	0.03467704354349612	0.027273583058615585	Cldn11/Pdcd6ip/Rhoa/Rock2/Ctnnb1/Mtss1	6	6	85	169	13782	5.756491472328577	BP
Collecting	Ag-high	GO:0007015	actin filament organization	9/85	387/13782	6.193843946092992e-4	0.03467704354349612	0.027273583058615585	Prox1/Map3k1/Marcksl1/Rhoa/Rock2/Dlc1/Capza2/Mical3/Mtss1	9	9	85	387	13782	3.7707250341997263	BP
Collecting	Ag-high	GO:0048771	tissue remodeling	6/85	170/13782	6.30601747102342e-4	0.03467704354349612	0.027273583058615585	Rock2/Ctnnb1/Tgm2/Cd24a/Ppp3ca/Nos3	6	6	85	170	13782	5.722629757785467	BP
Collecting	Ag-high	GO:0099170	postsynaptic modulation of chemical synaptic transmission	3/85	28/13782	6.635171207012778e-4	0.03467704354349612	0.027273583058615585	Eif4e/Fmr1/Ppp3ca	3	3	85	28	13782	17.372268907563026	BP
Collecting	Ag-high	GO:0043297	apical junction assembly	4/85	65/13782	6.85151263561012e-4	0.03467704354349612	0.027273583058615585	Cldn11/Pdcd6ip/Rhoa/Rock2	4	4	85	65	13782	9.977918552036199	BP
Collecting	Ag-high	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	6/85	174/13782	7.124730847669304e-4	0.035338665004439745	0.027793950022592044	Ddx3x/Gpx1/Rhoa/Dlc1/Dapk1/Fnip1	6	6	85	174	13782	5.591075050709939	BP
Collecting	Ag-high	GO:0050673	epithelial cell proliferation	9/85	401/13782	7.979294183566311e-4	0.0354609216907118	0.02789010521769481	Prox1/Gpx1/Nr2f2/Igfbp4/Tgfa/Ctnnb1/Foxp2/Nfatc1/Mtss1	9	9	85	401	13782	3.6390787736541	BP
Collecting	Ag-high	GO:0001945	lymph vessel development	3/85	30/13782	8.150292485365212e-4	0.0354609216907118	0.02789010521769481	Prox1/Nr2f2/Nfatc1	3	3	85	30	13782	16.214117647058824	BP
Collecting	Ag-high	GO:0099504	synaptic vesicle cycle	6/85	181/13782	8.753316612917953e-4	0.0359925385766225	0.02830822325232661	Atp6v1h/Rap1b/Atp6v1d/Fmr1/Ctnnb1/Cd24a	6	6	85	181	13782	5.374845628859279	BP
Collecting	Ag-high	GO:0071902	positive regulation of protein serine/threonine kinase activity	6/85	182/13782	9.007627484319839e-4	0.0359925385766225	0.02830822325232661	Ddx3x/Prox1/Map3k1/Rhoa/Tgfa/Cd24a	6	6	85	182	13782	5.345313510019393	BP
Collecting	Ag-high	GO:0010959	regulation of metal ion transport	8/85	328/13782	9.2595269743944e-4	0.0359925385766225	0.02830822325232661	Sgk1/Wnk1/Atp1b3/Rhoa/Fmr1/Ctnnb1/Ppp3ca/Nos3	8	8	85	328	13782	3.9546628407460545	BP
Collecting	Ag-high	GO:0030177	positive regulation of Wnt signaling pathway	5/85	122/13782	9.33520621274733e-4	0.0359925385766225	0.02830822325232661	Ddx3x/Wnk1/Map3k1/Tmem132a/Wls	5	5	85	122	13782	6.645130183220829	BP
Collecting	Ag-high	GO:0035296	regulation of tube diameter	5/85	123/13782	9.684159343116252e-4	0.0359925385766225	0.02830822325232661	Gpx1/Rhoa/Klf2/Rock2/Nos3	5	5	85	123	13782	6.591104734576757	BP
Collecting	Ag-high	GO:0097746	blood vessel diameter maintenance	5/85	123/13782	9.684159343116252e-4	0.0359925385766225	0.02830822325232661	Gpx1/Rhoa/Klf2/Rock2/Nos3	5	5	85	123	13782	6.591104734576757	BP
Collecting	Ag-high	GO:2000113	negative regulation of cellular macromolecule biosynthetic process	6/85	185/13782	9.804890548367159e-4	0.0359925385766225	0.02830822325232661	Ddx3x/Dhx9/Eif4e/Fmr1/Rock2/Dapk1	6	6	85	185	13782	5.258632750397457	BP
Collecting	Ag-high	GO:0034249	negative regulation of amide metabolic process	6/85	188/13782	0.0010655452508771999	0.03636267710733318	0.028599338149358392	Ddx3x/Dhx9/Eif4e/Fmr1/Rock2/Dapk1	6	6	85	188	13782	5.174718397997497	BP
Collecting	Ag-high	GO:0050678	regulation of epithelial cell proliferation	8/85	337/13782	0.0011021175166550721	0.03636267710733318	0.028599338149358392	Prox1/Gpx1/Nr2f2/Tgfa/Ctnnb1/Foxp2/Nfatc1/Mtss1	8	8	85	337	13782	3.8490486995985336	BP
Collecting	Ag-high	GO:0001503	ossification	8/85	338/13782	0.0011232430293903204	0.03636267710733318	0.028599338149358392	Rhoa/Gdf10/Ctnnb1/Ppp3ca/Nfatc1/Jund/Ski/Mtss1	8	8	85	338	13782	3.8376609815523843	BP
Collecting	Ag-high	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	4/85	75/13782	0.0011738975128680281	0.03636267710733318	0.028599338149358392	Ddx3x/Gpx1/Rock2/Dapk1	4	4	85	75	13782	8.647529411764706	BP
Collecting	Ag-high	GO:0009948	anterior/posterior axis specification	3/85	34/13782	0.0011801098939288933	0.03636267710733318	0.028599338149358392	Wls/Ctnnb1/Ski	3	3	85	34	13782	14.306574394463668	BP
Collecting	Ag-high	GO:0048741	skeletal muscle fiber development	3/85	34/13782	0.0011801098939288933	0.03636267710733318	0.028599338149358392	Gpx1/Ppp3ca/Ski	3	3	85	34	13782	14.306574394463668	BP
Collecting	Ag-high	GO:0071634	regulation of transforming growth factor beta production	3/85	35/13782	0.0012850282348891673	0.03793892883958494	0.029839064150997834	Fn1/Cd24a/Ltbp1	3	3	85	35	13782	13.89781512605042	BP
Collecting	Ag-high	GO:1902903	regulation of supramolecular fiber organization	8/85	347/13782	0.001328350758681151	0.03830592885499133	0.030127710597749977	Sgk1/Prox1/Map3k1/Rhoa/Rock2/Dlc1/Capza2/Mtss1	8	8	85	347	13782	3.738125105950161	BP
Collecting	Ag-high	GO:0048732	gland development	8/85	351/13782	0.0014286099991779992	0.039353457946796025	0.0309515948961855	Psap/Prox1/Gpx1/Tnc/Wls/Tgfa/Ctnnb1/Tgm2	8	8	85	351	13782	3.6955253896430365	BP
Collecting	Ag-high	GO:0016358	dendrite development	7/85	273/13782	0.0014663898987260248	0.039353457946796025	0.0309515948961855	Sgk1/Eif4g2/Rhoa/Fmr1/Rock2/Wls/Ppp3ca	7	7	85	273	13782	4.157466063348417	BP
Collecting	Ag-high	GO:0071407	cellular response to organic cyclic compound	8/85	354/13782	0.001507690458227836	0.039353457946796025	0.0309515948961855	Sgk1/Dhx9/Eif4e/Rap1b/Rhoa/Rock2/Ctnnb1/Tgm2	8	8	85	354	13782	3.664207377866401	BP
Collecting	Ag-high	GO:0071604	transforming growth factor beta production	3/85	37/13782	0.0015120627692496247	0.039353457946796025	0.0309515948961855	Fn1/Cd24a/Ltbp1	3	3	85	37	13782	13.146581875993641	BP
Collecting	Ag-high	GO:1902692	regulation of neuroblast proliferation	3/85	37/13782	0.0015120627692496247	0.039353457946796025	0.0309515948961855	Prox1/Ctnnb1/Cd24a	3	3	85	37	13782	13.146581875993641	BP
Collecting	Ag-high	GO:0010720	positive regulation of cell development	9/85	444/13782	0.0016248543730949818	0.039353457946796025	0.0309515948961855	Sgk1/Fn1/Eif4g2/Rhoa/Fmr1/Wls/Ctnnb1/Tgm2/Ppp3ca	9	9	85	444	13782	3.28664546899841	BP
Collecting	Ag-high	GO:0045603	positive regulation of endothelial cell differentiation	2/85	10/13782	0.001638175951567983	0.039353457946796025	0.0309515948961855	Btg1/Ctnnb1	2	2	85	10	13782	32.42823529411765	BP
Collecting	Ag-high	GO:0000082	G1/S transition of mitotic cell cycle	6/85	207/13782	0.001743539893567881	0.039353457946796025	0.0309515948961855	Ddx3x/Adamts1/Eif4e/Zfp655/Ppp3ca/Nfatc1	6	6	85	207	13782	4.699744245524297	BP
Collecting	Ag-high	GO:0043542	endothelial cell migration	6/85	207/13782	0.001743539893567881	0.039353457946796025	0.0309515948961855	Prox1/Gpx1/Rhoa/Nr2f2/Rock2/Nos3	6	6	85	207	13782	4.699744245524297	BP
Collecting	Ag-high	GO:0030866	cortical actin cytoskeleton organization	3/85	39/13782	0.0017627683103781913	0.039353457946796025	0.0309515948961855	Pdcd6ip/Fmnl2/Rock2	3	3	85	39	13782	12.472398190045249	BP
Collecting	Ag-high	GO:0045601	regulation of endothelial cell differentiation	3/85	39/13782	0.0017627683103781913	0.039353457946796025	0.0309515948961855	Btg1/Rock2/Ctnnb1	3	3	85	39	13782	12.472398190045249	BP
Collecting	Ag-high	GO:0099563	modification of synaptic structure	3/85	39/13782	0.0017627683103781913	0.039353457946796025	0.0309515948961855	Rap1b/Rhoa/Fmr1	3	3	85	39	13782	12.472398190045249	BP
Collecting	Ag-high	GO:0044089	positive regulation of cellular component biogenesis	9/85	455/13782	0.001920953126691235	0.04109131757422936	0.032318425918950344	Ddx3x/Map3k1/Pdcd6ip/Rhoa/Fmr1/Rock2/Cd24a/Fnip1/Mtss1	9	9	85	455	13782	3.207188106011635	BP
Collecting	Ag-high	GO:0043502	regulation of muscle adaptation	4/85	86/13782	0.0019484368985159468	0.04109131757422936	0.032318425918950344	Rock2/Ppp3ca/Nfatc1/Nos3	4	4	85	86	13782	7.5414500683994525	BP
Collecting	Ag-high	GO:0007369	gastrulation	5/85	144/13782	0.001949301776686618	0.04109131757422936	0.032318425918950344	Wnk1/Fn1/Wls/Nsd1/Ctnnb1	5	5	85	144	13782	5.629901960784314	BP
Collecting	Ag-high	GO:0051048	negative regulation of secretion	5/85	148/13782	0.002197288309999684	0.04324821435554933	0.03401483073040447	Wnk1/Rap1b/Fmr1/Neo1/Ppp3ca	5	5	85	148	13782	5.477742448330684	BP
Collecting	Ag-high	GO:0010035	response to inorganic substance	8/85	378/13782	0.00227353446238184	0.04362102784435437	0.034308049488789745	Psap/Wnk1/Gpx1/Fn1/Ppp3ca/Nos3/Slc41a1/Jund	8	8	85	378	13782	3.43155929038282	BP
Collecting	Ag-high	GO:0014010	Schwann cell proliferation	2/85	12/13782	0.002383474921762327	0.04362102784435437	0.034308049488789745	Ctnnb1/Ski	2	2	85	12	13782	27.023529411764706	BP
Collecting	Ag-high	GO:0033632	regulation of cell-cell adhesion mediated by integrin	2/85	12/13782	0.002383474921762327	0.04362102784435437	0.034308049488789745	Wnk1/Cd24a	2	2	85	12	13782	27.023529411764706	BP
Collecting	Ag-high	GO:0060742	epithelial cell differentiation involved in prostate gland development	2/85	12/13782	0.002383474921762327	0.04362102784435437	0.034308049488789745	Psap/Ctnnb1	2	2	85	12	13782	27.023529411764706	BP
Collecting	Ag-high	GO:2000177	regulation of neural precursor cell proliferation	4/85	91/13782	0.0023958423181657156	0.04362102784435437	0.034308049488789745	Prox1/Rhoa/Ctnnb1/Cd24a	4	4	85	91	13782	7.127084680025857	BP
Collecting	Ag-high	GO:0045787	positive regulation of cell cycle	7/85	298/13782	0.002409710005917963	0.04362102784435437	0.034308049488789745	Ddx3x/Adamts1/Prox1/Eif4e/Rhoa/Rock2/Tgfa	7	7	85	298	13782	3.808685353335965	BP
Collecting	Ag-high	GO:0010950	positive regulation of endopeptidase activity	5/85	152/13782	0.0024675587517965585	0.0442606144524965	0.03481108598492191	Ddx3x/Rhoa/Rock2/Dlc1/Dapk1	5	5	85	152	13782	5.33359133126935	BP
Collecting	Ag-high	GO:1903202	negative regulation of oxidative stress-induced cell death	3/85	44/13782	0.002498583073931254	0.0442606144524965	0.03481108598492191	Psap/Gpx1/Ctnnb1	3	3	85	44	13782	11.055080213903743	BP
Collecting	Ag-high	GO:0010960	magnesium ion homeostasis	2/85	13/13782	0.00280557418135691	0.046696805166208964	0.036727156185477595	Slc41a1/Mtss1	2	2	85	13	13782	24.944796380090498	BP
Collecting	Ag-high	GO:0046831	regulation of RNA export from nucleus	2/85	13/13782	0.00280557418135691	0.046696805166208964	0.036727156185477595	Dhx9/Iws1	2	2	85	13	13782	24.944796380090498	BP
Collecting	Ag-high	GO:0060788	ectodermal placode formation	2/85	13/13782	0.00280557418135691	0.046696805166208964	0.036727156185477595	Prox1/Ctnnb1	2	2	85	13	13782	24.944796380090498	BP
Collecting	Ag-high	GO:0071697	ectodermal placode morphogenesis	2/85	13/13782	0.00280557418135691	0.046696805166208964	0.036727156185477595	Prox1/Ctnnb1	2	2	85	13	13782	24.944796380090498	BP
Collecting	Ag-high	GO:0048511	rhythmic process	6/85	228/13782	0.0028296598153657567	0.046783708947380515	0.03679550623068595	Mat2a/Adamts1/Prox1/Dhx9/Rock2/Nos3	6	6	85	228	13782	4.26687306501548	BP
Collecting	Ag-high	GO:0010594	regulation of endothelial cell migration	5/85	158/13782	0.002917243646558549	0.047286040806962096	0.03719059151753004	Prox1/Rhoa/Nr2f2/Rock2/Nos3	5	5	85	158	13782	5.131049888309755	BP
Collecting	Ag-high	GO:0044843	cell cycle G1/S phase transition	6/85	230/13782	0.0029547200268894656	0.04758250432912906	0.037423760832714835	Ddx3x/Adamts1/Eif4e/Zfp655/Ppp3ca/Nfatc1	6	6	85	230	13782	4.229769820971867	BP
Collecting	Ag-high	GO:0061383	trabecula morphogenesis	3/85	48/13782	0.0032057652829996213	0.049000169386741114	0.03853875801087916	Adamts1/Rhoa/Nfatc1	3	3	85	48	13782	10.133823529411766	BP
Collecting	Ag-high	GO:0002327	immature B cell differentiation	2/85	14/13782	0.0032600919148436627	0.049000169386741114	0.03853875801087916	Cd24a/Fnip1	2	2	85	14	13782	23.163025210084033	BP
Collecting	Ag-high	GO:0033194	response to hydroperoxide	2/85	14/13782	0.0032600919148436627	0.049000169386741114	0.03853875801087916	Gpx1/Dapk1	2	2	85	14	13782	23.163025210084033	BP
Collecting	Ag-low	GO:0062023	collagen-containing extracellular matrix	4/10	292/13849	3.6783120884004606e-5	7.412862077945697e-4	5.852259535220287e-4	Itih5/Reln/Abi3bp/Nid2	4	4	10	292	13849	18.971232876712328	CC
